Date,Percentage
"July 12, 2023",0.015318627450980392
"July 11, 2023",0.02553104575163399
"July 10, 2023",0.030637254901960783
"July 7, 2023",0.02042483660130719
"July 6, 2023",0.02553104575163399
"July 5, 2023",0.02042483660130719
"July 1, 2023",0.0051062091503267975
"June 30, 2023",0.02042483660130719
"June 29, 2023",0.03574346405228758
"June 28, 2023",0.04084967320261438
"June 27, 2023",0.030637254901960783
"June 26, 2023",0.04084967320261438
"June 25, 2023",0.010212418300653595
"June 24, 2023",0.010212418300653595
"June 23, 2023",0.03574346405228758
"June 22, 2023",0.030637254901960783
"June 21, 2023",0.030637254901960783
"June 20, 2023",0.04084967320261438
"June 19, 2023",0.02042483660130719
"June 18, 2023",0.0051062091503267975
"June 17, 2023",0.0051062091503267975
"June 16, 2023",0.02553104575163399
"June 15, 2023",0.03574346405228758
"June 14, 2023",0.03574346405228758
"June 13, 2023",0.02553104575163399
"June 12, 2023",0.04084967320261438
"June 11, 2023",0.0051062091503267975
"June 10, 2023",0.0051062091503267975
"June 9, 2023",0.04595588235294117
"June 8, 2023",0.04595588235294117
"June 7, 2023",0.03574346405228758
"June 6, 2023",0.030637254901960783
"June 5, 2023",0.030637254901960783
"June 3, 2023",0.0051062091503267975
"June 2, 2023",0.015318627450980392
"June 1, 2023",0.030637254901960783
"May 31, 2023",0.030637254901960783
"May 30, 2023",0.030637254901960783
"May 29, 2023",0.0051062091503267975
"May 27, 2023",0.010212418300653595
"May 26, 2023",0.030637254901960783
"May 25, 2023",0.04084967320261438
"May 24, 2023",0.04595588235294117
"May 23, 2023",0.02553104575163399
"May 22, 2023",0.05106209150326798
"May 21, 2023",0.030637254901960783
"May 20, 2023",0.010212418300653595
"May 19, 2023",0.030637254901960783
"May 18, 2023",0.030637254901960783
"May 17, 2023",0.02042483660130719
"May 16, 2023",0.02553104575163399
"May 15, 2023",0.02042483660130719
"May 14, 2023",0.0051062091503267975
"May 13, 2023",0.0051062091503267975
"May 12, 2023",0.015318627450980392
"May 11, 2023",0.03574346405228758
"May 10, 2023",0.030637254901960783
"May 9, 2023",0.05106209150326798
"May 8, 2023",0.04084967320261438
"May 7, 2023",0.0051062091503267975
"May 6, 2023",0.0051062091503267975
"May 5, 2023",0.015318627450980392
"May 4, 2023",0.02553104575163399
"May 3, 2023",0.02553104575163399
"May 2, 2023",0.03574346405228758
"May 1, 2023",0.02042483660130719
"April 29, 2023",0.0051062091503267975
"April 28, 2023",0.03574346405228758
"April 27, 2023",0.04595588235294117
"April 26, 2023",0.030637254901960783
"April 25, 2023",0.030637254901960783
"April 24, 2023",0.030637254901960783
"April 23, 2023",0.010212418300653595
"April 22, 2023",0.015318627450980392
"April 21, 2023",0.02553104575163399
"April 20, 2023",0.030637254901960783
"April 19, 2023",0.05106209150326798
"April 18, 2023",0.06638071895424837
"April 17, 2023",0.04084967320261438
"April 15, 2023",0.010212418300653595
"April 14, 2023",0.04595588235294117
"April 13, 2023",0.04595588235294117
"April 12, 2023",0.030637254901960783
"April 11, 2023",0.03574346405228758
"April 10, 2023",0.015318627450980392
"April 9, 2023",0.0051062091503267975
"April 8, 2023",0.0051062091503267975
"April 7, 2023",0.015318627450980392
"April 6, 2023",0.030637254901960783
"April 5, 2023",0.02553104575163399
"April 4, 2023",0.02042483660130719
"April 3, 2023",0.04084967320261438
"April 2, 2023",0.0051062091503267975
"March 31, 2023",0.03574346405228758
"March 30, 2023",0.02553104575163399
"March 29, 2023",0.04595588235294117
"March 28, 2023",0.02553104575163399
"March 27, 2023",0.015318627450980392
"March 26, 2023",0.010212418300653595
"March 25, 2023",0.010212418300653595
"March 24, 2023",0.03574346405228758
"March 23, 2023",0.010212418300653595
"March 22, 2023",0.02042483660130719
"March 21, 2023",0.015318627450980392
"March 20, 2023",0.02042483660130719
"March 19, 2023",0.0051062091503267975
"March 18, 2023",0.010212418300653595
"March 17, 2023",0.030637254901960783
"March 16, 2023",0.03574346405228758
"March 15, 2023",0.04595588235294117
"March 14, 2023",0.03574346405228758
"March 13, 2023",0.05106209150326798
"March 11, 2023",0.010212418300653595
"March 10, 2023",0.030637254901960783
"March 9, 2023",0.03574346405228758
"March 8, 2023",0.030637254901960783
"March 7, 2023",0.030637254901960783
"March 6, 2023",0.02042483660130719
"March 5, 2023",0.0051062091503267975
"March 4, 2023",0.0051062091503267975
"March 3, 2023",0.02042483660130719
"March 2, 2023",0.02553104575163399
"March 1, 2023",0.02042483660130719
"February 28, 2023",0.04084967320261438
"February 27, 2023",0.030637254901960783
"February 26, 2023",0.010212418300653595
"February 25, 2023",0.010212418300653595
"February 24, 2023",0.02042483660130719
"February 23, 2023",0.030637254901960783
"February 22, 2023",0.05106209150326798
"February 21, 2023",0.030637254901960783
"February 20, 2023",0.02042483660130719
"February 18, 2023",0.015318627450980392
"February 17, 2023",0.04595588235294117
"February 16, 2023",0.030637254901960783
"February 15, 2023",0.02553104575163399
"February 14, 2023",0.04084967320261438
"February 13, 2023",0.02553104575163399
"February 12, 2023",0.0051062091503267975
"February 11, 2023",0.015318627450980392
"February 10, 2023",0.02553104575163399
"February 9, 2023",0.04084967320261438
"February 8, 2023",0.04084967320261438
"February 7, 2023",0.056168300653594766
"February 6, 2023",0.02042483660130719
"February 5, 2023",0.0051062091503267975
"February 4, 2023",0.0051062091503267975
"February 3, 2023",0.02042483660130719
"February 2, 2023",0.03574346405228758
"February 1, 2023",0.030637254901960783
"January 31, 2023",0.04595588235294117
"January 30, 2023",0.015318627450980392
"January 29, 2023",0.0051062091503267975
"January 28, 2023",0.010212418300653595
"January 27, 2023",0.04595588235294117
"January 26, 2023",0.02042483660130719
"January 25, 2023",0.02042483660130719
"January 24, 2023",0.04595588235294117
"January 23, 2023",0.030637254901960783
"January 22, 2023",0.010212418300653595
"January 21, 2023",0.0051062091503267975
"January 20, 2023",0.015318627450980392
"January 19, 2023",0.056168300653594766
"January 18, 2023",0.03574346405228758
"January 17, 2023",0.03574346405228758
"January 16, 2023",0.010212418300653595
"January 15, 2023",0.010212418300653595
"January 14, 2023",0.0051062091503267975
"January 13, 2023",0.02042483660130719
"January 12, 2023",0.030637254901960783
"January 11, 2023",0.030637254901960783
"January 10, 2023",0.05106209150326798
"January 9, 2023",0.03574346405228758
"January 8, 2023",0.010212418300653595
"January 7, 2023",0.0051062091503267975
"January 6, 2023",0.0051062091503267975
"January 5, 2023",0.015318627450980392
"January 4, 2023",0.010212418300653595
"January 3, 2023",0.015318627450980392
"January 2, 2023",0.0051062091503267975
"December 30, 2022",0.010212418300653595
"December 29, 2022",0.015318627450980392
"December 28, 2022",0.010212418300653595
"December 27, 2022",0.0051062091503267975
"December 24, 2022",0.0051062091503267975
"December 23, 2022",0.015318627450980392
"December 22, 2022",0.04595588235294117
"December 21, 2022",0.02553104575163399
"December 20, 2022",0.02042483660130719
"December 19, 2022",0.015318627450980392
"December 18, 2022",0.010212418300653595
"December 17, 2022",0.010212418300653595
"December 16, 2022",0.04595588235294117
"December 15, 2022",0.05106209150326798
"December 14, 2022",0.07148692810457516
"December 13, 2022",0.02553104575163399
"December 12, 2022",0.03574346405228758
"December 11, 2022",0.015318627450980392
"October 25, 2022",0.03574346405228758
"September 25, 2022",0.0051062091503267975
"August 31, 2022",0.030637254901960783
"December 8, 2022",0.04595588235294117
"July 19, 2022",0.030637254901960783
"September 1, 2022",0.03574346405228758
"November 16, 2022",0.03574346405228758
"July 7, 2022",0.03574346405228758
"June 13, 2022",0.030637254901960783
"September 16, 2022",0.04084967320261438
"July 26, 2022",0.03574346405228758
"October 27, 2022",0.02042483660130719
"June 14, 2022",0.061274509803921566
"September 6, 2022",0.030637254901960783
"November 5, 2022",0.010212418300653595
"October 26, 2022",0.02553104575163399
"December 6, 2022",0.03574346405228758
"November 29, 2022",0.05106209150326798
"August 21, 2022",0.015318627450980392
"June 12, 2022",0.010212418300653595
"July 12, 2022",0.05106209150326798
"July 27, 2022",0.04084967320261438
"September 14, 2022",0.05106209150326798
"August 12, 2022",0.015318627450980392
"June 24, 2022",0.04595588235294117
"July 18, 2022",0.030637254901960783
"June 29, 2022",0.030637254901960783
"November 15, 2022",0.07148692810457516
"June 3, 2022",0.010212418300653595
"September 21, 2022",0.05106209150326798
"August 5, 2022",0.030637254901960783
"June 15, 2022",0.030637254901960783
"August 3, 2022",0.02553104575163399
"November 1, 2022",0.04595588235294117
"October 13, 2022",0.030637254901960783
"June 16, 2022",0.03574346405228758
"August 2, 2022",0.02553104575163399
"October 14, 2022",0.02553104575163399
"September 29, 2022",0.04084967320261438
"September 8, 2022",0.03574346405228758
"June 1, 2022",0.02553104575163399
"October 18, 2022",0.05106209150326798
"November 25, 2022",0.015318627450980392
"August 11, 2022",0.04084967320261438
"July 22, 2022",0.02042483660130719
"August 10, 2022",0.07659313725490197
"August 25, 2022",0.04084967320261438
"September 22, 2022",0.02553104575163399
"August 9, 2022",0.08169934640522876
"September 19, 2022",0.03574346405228758
"July 11, 2022",0.02553104575163399
"September 13, 2022",0.05106209150326798
"September 28, 2022",0.03574346405228758
"August 23, 2022",0.015318627450980392
"August 1, 2022",0.02042483660130719
"August 14, 2022",0.015318627450980392
"September 30, 2022",0.03574346405228758
"September 9, 2022",0.030637254901960783
"November 10, 2022",0.04084967320261438
"June 6, 2022",0.015318627450980392
"July 21, 2022",0.030637254901960783
"October 3, 2022",0.02042483660130719
"November 7, 2022",0.03574346405228758
"August 4, 2022",0.061274509803921566
"October 31, 2022",0.04084967320261438
"September 12, 2022",0.04595588235294117
"October 11, 2022",0.04084967320261438
"June 20, 2022",0.030637254901960783
"October 21, 2022",0.02553104575163399
"August 19, 2022",0.02042483660130719
"July 15, 2022",0.015318627450980392
"August 8, 2022",0.030637254901960783
"November 20, 2022",0.010212418300653595
"May 26, 2022",0.030637254901960783
"June 23, 2022",0.03574346405228758
"August 6, 2022",0.010212418300653595
"August 29, 2022",0.02553104575163399
"July 20, 2022",0.03574346405228758
"September 26, 2022",0.02042483660130719
"July 1, 2022",0.02042483660130719
"June 17, 2022",0.030637254901960783
"July 28, 2022",0.02553104575163399
"November 11, 2022",0.04084967320261438
"August 17, 2022",0.015318627450980392
"November 6, 2022",0.0051062091503267975
"October 24, 2022",0.030637254901960783
"August 30, 2022",0.02553104575163399
"October 17, 2022",0.02553104575163399
"November 28, 2022",0.02042483660130719
"November 3, 2022",0.04595588235294117
"July 14, 2022",0.04595588235294117
"June 22, 2022",0.04595588235294117
"June 9, 2022",0.02553104575163399
"November 2, 2022",0.02553104575163399
"June 21, 2022",0.03574346405228758
"November 23, 2022",0.03574346405228758
"July 13, 2022",0.03574346405228758
"August 26, 2022",0.02042483660130719
"July 29, 2022",0.02042483660130719
"November 19, 2022",0.010212418300653595
"December 9, 2022",0.030637254901960783
"September 18, 2022",0.015318627450980392
"August 16, 2022",0.030637254901960783
"September 15, 2022",0.04084967320261438
"June 2, 2022",0.02553104575163399
"November 30, 2022",0.030637254901960783
"July 31, 2022",0.015318627450980392
"October 19, 2022",0.02553104575163399
"August 27, 2022",0.010212418300653595
"July 6, 2022",0.030637254901960783
"December 5, 2022",0.02553104575163399
"November 17, 2022",0.02553104575163399
"October 12, 2022",0.04084967320261438
"December 1, 2022",0.02042483660130719
"September 27, 2022",0.02553104575163399
"September 7, 2022",0.04084967320261438
"November 9, 2022",0.030637254901960783
"October 10, 2022",0.02042483660130719
"November 14, 2022",0.02553104575163399
"July 9, 2022",0.0051062091503267975
"August 18, 2022",0.03574346405228758
"September 2, 2022",0.010212418300653595
"October 8, 2022",0.0051062091503267975
"November 22, 2022",0.02553104575163399
"October 5, 2022",0.03574346405228758
"November 21, 2022",0.02042483660130719
"August 22, 2022",0.030637254901960783
"October 6, 2022",0.04084967320261438
"October 20, 2022",0.02553104575163399
"September 20, 2022",0.03574346405228758
"September 10, 2022",0.015318627450980392
"August 24, 2022",0.030637254901960783
"October 1, 2022",0.015318627450980392
"November 8, 2022",0.03574346405228758
"September 3, 2022",0.0051062091503267975
"November 26, 2022",0.010212418300653595
"October 7, 2022",0.015318627450980392
"December 7, 2022",0.04084967320261438
"July 25, 2022",0.015318627450980392
"October 30, 2022",0.015318627450980392
"July 16, 2022",0.0051062091503267975
"July 5, 2022",0.015318627450980392
"June 30, 2022",0.015318627450980392
"July 8, 2022",0.0051062091503267975
"June 28, 2022",0.03574346405228758
"September 23, 2022",0.02553104575163399
"August 15, 2022",0.010212418300653595
"August 7, 2022",0.010212418300653595
"June 5, 2022",0.015318627450980392
"October 28, 2022",0.015318627450980392
"June 27, 2022",0.0051062091503267975
"December 2, 2022",0.02042483660130719
"June 8, 2022",0.02553104575163399
"September 5, 2022",0.010212418300653595
"June 7, 2022",0.02042483660130719
"November 13, 2022",0.0051062091503267975
"November 18, 2022",0.03574346405228758
"July 24, 2022",0.010212418300653595
"October 29, 2022",0.010212418300653595
"July 3, 2022",0.0051062091503267975
"September 11, 2022",0.010212418300653595
"July 4, 2022",0.0051062091503267975
"July 30, 2022",0.010212418300653595
"November 4, 2022",0.02042483660130719
"July 2, 2022",0.010212418300653595
"June 26, 2022",0.0051062091503267975
"August 20, 2022",0.0051062091503267975
"December 4, 2022",0.0051062091503267975
"October 2, 2022",0.0051062091503267975
"July 17, 2022",0.0051062091503267975
"November 27, 2022",0.0051062091503267975
"October 4, 2022",0.015318627450980392
"November 12, 2022",0.010212418300653595
"June 10, 2022",0.015318627450980392
"December 3, 2022",0.0051062091503267975
"October 9, 2022",0.0051062091503267975
"June 19, 2022",0.0051062091503267975
"August 28, 2022",0.0051062091503267975
"August 13, 2022",0.0051062091503267975
"May 27, 2022",0.030637254901960783
"June 4, 2022",0.0051062091503267975
"October 22, 2022",0.0051062091503267975
"December 10, 2022",0.0051062091503267975
"June 25, 2022",0.0051062091503267975
"October 15, 2022",0.0051062091503267975
"September 24, 2022",0.010212418300653595
"May 19, 2022",0.03574346405228758
"May 23, 2022",0.03574346405228758
"May 31, 2022",0.02553104575163399
"May 25, 2022",0.05106209150326798
"May 29, 2022",0.010212418300653595
"May 17, 2022",0.04595588235294117
"May 18, 2022",0.030637254901960783
"May 10, 2022",0.04595588235294117
"May 12, 2022",0.03574346405228758
"May 14, 2022",0.010212418300653595
"May 11, 2022",0.056168300653594766
"May 16, 2022",0.02553104575163399
"May 28, 2022",0.0051062091503267975
"May 24, 2022",0.05106209150326798
"May 13, 2022",0.02553104575163399
"May 20, 2022",0.02042483660130719
"May 30, 2022",0.015318627450980392
"May 22, 2022",0.0051062091503267975
"May 21, 2022",0.0051062091503267975
"May 9, 2022",0.03574346405228758
"May 8, 2022",0.0051062091503267975
"May 7, 2022",0.015318627450980392
"May 6, 2022",0.03574346405228758
"May 5, 2022",0.04084967320261438
"May 4, 2022",0.030637254901960783
"May 3, 2022",0.02553104575163399
"May 2, 2022",0.03574346405228758
"May 1, 2022",0.010212418300653595
"April 30, 2022",0.0051062091503267975
"April 29, 2022",0.02042483660130719
"April 28, 2022",0.04084967320261438
"April 27, 2022",0.030637254901960783
"April 26, 2022",0.06638071895424837
"April 25, 2022",0.04595588235294117
"April 24, 2022",0.010212418300653595
"April 23, 2022",0.015318627450980392
"April 22, 2022",0.03574346405228758
"April 21, 2022",0.030637254901960783
"April 20, 2022",0.030637254901960783
"April 19, 2022",0.02553104575163399
"April 18, 2022",0.04084967320261438
"April 17, 2022",0.0051062091503267975
"April 16, 2022",0.02042483660130719
"April 15, 2022",0.02042483660130719
"April 14, 2022",0.056168300653594766
"April 13, 2022",0.04084967320261438
"April 12, 2022",0.04595588235294117
"April 11, 2022",0.04595588235294117
"April 10, 2022",0.010212418300653595
"April 9, 2022",0.02042483660130719
"April 8, 2022",0.010212418300653595
"April 7, 2022",0.056168300653594766
"April 6, 2022",0.04084967320261438
"April 5, 2022",0.08169934640522876
"April 4, 2022",0.10212418300653596
"April 3, 2022",0.015318627450980392
"April 2, 2022",0.010212418300653595
"April 1, 2022",0.010212418300653595
"March 31, 2022",0.030637254901960783
"March 30, 2022",0.02042483660130719
"March 29, 2022",0.030637254901960783
"March 28, 2022",0.02042483660130719
"March 27, 2022",0.0051062091503267975
"March 26, 2022",0.015318627450980392
"March 25, 2022",0.02042483660130719
"March 24, 2022",0.030637254901960783
"March 23, 2022",0.06638071895424837
"March 22, 2022",0.04084967320261438
"March 21, 2022",0.05106209150326798
"March 20, 2022",0.0051062091503267975
"March 19, 2022",0.010212418300653595
"March 18, 2022",0.02553104575163399
"March 17, 2022",0.03574346405228758
"March 16, 2022",0.030637254901960783
"March 15, 2022",0.030637254901960783
"March 14, 2022",0.02553104575163399
"March 13, 2022",0.010212418300653595
"March 12, 2022",0.02042483660130719
"March 11, 2022",0.015318627450980392
"March 10, 2022",0.04084967320261438
"March 9, 2022",0.02553104575163399
"March 8, 2022",0.04084967320261438
"March 7, 2022",0.015318627450980392
"March 6, 2022",0.0051062091503267975
"March 5, 2022",0.010212418300653595
"March 4, 2022",0.015318627450980392
"March 3, 2022",0.03574346405228758
"March 2, 2022",0.04595588235294117
"March 1, 2022",0.04595588235294117
"February 28, 2022",0.02553104575163399
"February 27, 2022",0.010212418300653595
"February 26, 2022",0.015318627450980392
"February 25, 2022",0.030637254901960783
"February 24, 2022",0.030637254901960783
"February 23, 2022",0.04595588235294117
"February 22, 2022",0.030637254901960783
"February 21, 2022",0.015318627450980392
"February 20, 2022",0.02042483660130719
"February 19, 2022",0.02042483660130719
"February 18, 2022",0.030637254901960783
"February 17, 2022",0.061274509803921566
"February 16, 2022",0.03574346405228758
"February 15, 2022",0.03574346405228758
"February 14, 2022",0.02553104575163399
"February 13, 2022",0.010212418300653595
"February 12, 2022",0.015318627450980392
"February 11, 2022",0.015318627450980392
"February 10, 2022",0.056168300653594766
"February 9, 2022",0.04595588235294117
"February 8, 2022",0.02553104575163399
"February 7, 2022",0.030637254901960783
"February 6, 2022",0.010212418300653595
"February 5, 2022",0.010212418300653595
"February 4, 2022",0.015318627450980392
"February 3, 2022",0.03574346405228758
"February 2, 2022",0.02553104575163399
"February 1, 2022",0.030637254901960783
"January 31, 2022",0.030637254901960783
"January 30, 2022",0.0051062091503267975
"January 29, 2022",0.010212418300653595
"January 28, 2022",0.02042483660130719
"January 27, 2022",0.05106209150326798
"January 26, 2022",0.04595588235294117
"January 25, 2022",0.056168300653594766
"January 24, 2022",0.04084967320261438
"January 21, 2022",0.03574346405228758
"January 20, 2022",0.04084967320261438
"January 19, 2022",0.04084967320261438
"January 18, 2022",0.056168300653594766
"January 17, 2022",0.015318627450980392
"January 16, 2022",0.0051062091503267975
"January 15, 2022",0.0051062091503267975
"January 14, 2022",0.02042483660130719
"January 13, 2022",0.030637254901960783
"January 12, 2022",0.04084967320261438
"January 11, 2022",0.02553104575163399
"January 10, 2022",0.02042483660130719
"January 9, 2022",0.010212418300653595
"January 8, 2022",0.0051062091503267975
"January 7, 2022",0.010212418300653595
"January 6, 2022",0.030637254901960783
"January 5, 2022",0.010212418300653595
"January 4, 2022",0.02553104575163399
"January 3, 2022",0.02042483660130719
"January 1, 2022",0.0051062091503267975
"December 31, 2021",0.010212418300653595
"December 30, 2021",0.010212418300653595
"December 29, 2021",0.02553104575163399
"December 28, 2021",0.010212418300653595
"December 27, 2021",0.010212418300653595
"December 26, 2021",0.0051062091503267975
"December 25, 2021",0.0051062091503267975
"December 23, 2021",0.03574346405228758
"December 22, 2021",0.030637254901960783
"December 21, 2021",0.02553104575163399
"December 20, 2021",0.04595588235294117
"December 19, 2021",0.0051062091503267975
"December 18, 2021",0.015318627450980392
"December 17, 2021",0.02553104575163399
"December 16, 2021",0.03574346405228758
"December 15, 2021",0.061274509803921566
"December 14, 2021",0.05106209150326798
"December 13, 2021",0.02042483660130719
"December 11, 2021",0.010212418300653595
"December 10, 2021",0.02042483660130719
"December 9, 2021",0.04595588235294117
"December 8, 2021",0.04084967320261438
"December 7, 2021",0.06638071895424837
"December 6, 2021",0.04084967320261438
"December 5, 2021",0.0051062091503267975
"December 4, 2021",0.0051062091503267975
"December 3, 2021",0.03574346405228758
"December 2, 2021",0.010212418300653595
"December 1, 2021",0.030637254901960783
"November 30, 2021",0.04084967320261438
"November 29, 2021",0.02553104575163399
"November 26, 2021",0.010212418300653595
"November 25, 2021",0.02042483660130719
"November 24, 2021",0.02553104575163399
"November 23, 2021",0.030637254901960783
"November 22, 2021",0.03574346405228758
"November 21, 2021",0.010212418300653595
"November 20, 2021",0.010212418300653595
"November 19, 2021",0.04595588235294117
"November 18, 2021",0.05106209150326798
"November 17, 2021",0.04084967320261438
"November 16, 2021",0.08169934640522876
"November 15, 2021",0.05106209150326798
"November 14, 2021",0.010212418300653595
"November 13, 2021",0.015318627450980392
"November 12, 2021",0.04084967320261438
"November 11, 2021",0.030637254901960783
"November 10, 2021",0.05106209150326798
"November 9, 2021",0.04084967320261438
"November 8, 2021",0.03574346405228758
"November 7, 2021",0.010212418300653595
"November 6, 2021",0.015318627450980392
"November 5, 2021",0.02553104575163399
"November 4, 2021",0.02553104575163399
"November 3, 2021",0.030637254901960783
"November 2, 2021",0.02553104575163399
"November 1, 2021",0.015318627450980392
"October 31, 2021",0.015318627450980392
"October 30, 2021",0.0051062091503267975
"October 29, 2021",0.015318627450980392
"October 28, 2021",0.04084967320261438
"October 27, 2021",0.03574346405228758
"October 26, 2021",0.02553104575163399
"October 25, 2021",0.02553104575163399
"October 24, 2021",0.015318627450980392
"October 23, 2021",0.0051062091503267975
"October 22, 2021",0.02042483660130719
"October 21, 2021",0.03574346405228758
"October 20, 2021",0.03574346405228758
"October 19, 2021",0.04084967320261438
"October 18, 2021",0.05106209150326798
"October 17, 2021",0.010212418300653595
"October 16, 2021",0.0051062091503267975
"October 15, 2021",0.015318627450980392
"October 14, 2021",0.056168300653594766
"October 13, 2021",0.03574346405228758
"October 12, 2021",0.04084967320261438
"October 11, 2021",0.015318627450980392
"October 9, 2021",0.0051062091503267975
"October 8, 2021",0.03574346405228758
"October 7, 2021",0.05106209150326798
"October 6, 2021",0.06638071895424837
"October 5, 2021",0.05106209150326798
"October 4, 2021",0.04084967320261438
"October 3, 2021",0.0051062091503267975
"October 2, 2021",0.015318627450980392
"October 1, 2021",0.02553104575163399
"September 30, 2021",0.03574346405228758
"September 29, 2021",0.02553104575163399
"September 28, 2021",0.03574346405228758
"September 27, 2021",0.04595588235294117
"September 25, 2021",0.010212418300653595
"September 24, 2021",0.015318627450980392
"September 23, 2021",0.030637254901960783
"September 22, 2021",0.04084967320261438
"September 21, 2021",0.04084967320261438
"September 20, 2021",0.03574346405228758
"September 19, 2021",0.015318627450980392
"September 18, 2021",0.010212418300653595
"September 17, 2021",0.02553104575163399
"September 16, 2021",0.04084967320261438
"September 15, 2021",0.030637254901960783
"September 14, 2021",0.056168300653594766
"September 13, 2021",0.02553104575163399
"September 12, 2021",0.0051062091503267975
"September 11, 2021",0.010212418300653595
"September 10, 2021",0.02042483660130719
"September 9, 2021",0.07148692810457516
"September 8, 2021",0.056168300653594766
"September 7, 2021",0.061274509803921566
"September 6, 2021",0.015318627450980392
"September 5, 2021",0.010212418300653595
"September 2, 2021",0.04595588235294117
"September 1, 2021",0.030637254901960783
"August 31, 2021",0.02042483660130719
"August 30, 2021",0.04084967320261438
"August 29, 2021",0.015318627450980392
"August 28, 2021",0.015318627450980392
"August 27, 2021",0.010212418300653595
"August 26, 2021",0.056168300653594766
"August 25, 2021",0.04595588235294117
"August 24, 2021",0.10212418300653596
"August 23, 2021",0.05106209150326798
"August 22, 2021",0.015318627450980392
"August 20, 2021",0.03574346405228758
"August 19, 2021",0.04595588235294117
"August 18, 2021",0.02553104575163399
"August 17, 2021",0.04084967320261438
"August 16, 2021",0.02553104575163399
"August 15, 2021",0.0051062091503267975
"August 13, 2021",0.02553104575163399
"August 12, 2021",0.061274509803921566
"August 11, 2021",0.04084967320261438
"August 10, 2021",0.06638071895424837
"August 9, 2021",0.056168300653594766
"August 8, 2021",0.0051062091503267975
"August 7, 2021",0.010212418300653595
"August 6, 2021",0.04084967320261438
"August 5, 2021",0.04595588235294117
"August 4, 2021",0.04595588235294117
"August 3, 2021",0.02553104575163399
"August 2, 2021",0.02553104575163399
"August 1, 2021",0.0051062091503267975
"July 31, 2021",0.0051062091503267975
"July 30, 2021",0.02042483660130719
"July 29, 2021",0.030637254901960783
"July 28, 2021",0.02553104575163399
"July 27, 2021",0.030637254901960783
"July 26, 2021",0.05106209150326798
"July 24, 2021",0.0051062091503267975
"July 23, 2021",0.015318627450980392
"July 22, 2021",0.02042483660130719
"July 21, 2021",0.02553104575163399
"July 20, 2021",0.015318627450980392
"July 19, 2021",0.02042483660130719
"July 18, 2021",0.0051062091503267975
"July 17, 2021",0.0051062091503267975
"July 16, 2021",0.030637254901960783
"July 15, 2021",0.030637254901960783
"July 14, 2021",0.030637254901960783
"July 13, 2021",0.010212418300653595
"July 12, 2021",0.015318627450980392
"July 11, 2021",0.010212418300653595
"July 10, 2021",0.0051062091503267975
"July 9, 2021",0.02042483660130719
"July 8, 2021",0.015318627450980392
"July 7, 2021",0.010212418300653595
"July 6, 2021",0.02553104575163399
"July 5, 2021",0.0051062091503267975
"July 4, 2021",0.0051062091503267975
"July 3, 2021",0.010212418300653595
"July 2, 2021",0.010212418300653595
"July 1, 2021",0.03574346405228758
"June 30, 2021",0.061274509803921566
"June 29, 2021",0.04595588235294117
"June 28, 2021",0.02553104575163399
"June 27, 2021",0.015318627450980392
"June 26, 2021",0.0051062091503267975
"June 25, 2021",0.030637254901960783
"June 24, 2021",0.03574346405228758
"June 23, 2021",0.056168300653594766
"June 22, 2021",0.04084967320261438
"June 21, 2021",0.010212418300653595
